t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.393469,0.408871,0.408961,0.408942,0.408942
0.100000,0.376772,0.405925,0.406608,0.406468,0.406466
0.150000,0.361516,0.402273,0.404456,0.404024,0.404007
0.200000,0.347814,0.397683,0.402532,0.401630,0.401563
0.250000,0.335709,0.392036,0.400809,0.399323,0.399129
0.300000,0.325176,0.385317,0.399202,0.397146,0.396703
0.350000,0.316123,0.377614,0.397578,0.395153,0.394282
0.400000,0.308401,0.369099,0.395770,0.393391,0.391872
0.450000,0.301820,0.360010,0.393601,0.391892,0.389482
0.500000,0.296166,0.350625,0.390901,0.390665,0.387137
0.550000,0.291221,0.341239,0.387532,0.389681,0.384868
0.600000,0.286781,0.332133,0.383398,0.388877,0.382723
0.650000,0.282669,0.323552,0.378464,0.388149,0.380756
0.700000,0.278742,0.315684,0.372754,0.387365,0.379027
0.750000,0.274902,0.308643,0.366351,0.386371,0.377597
0.800000,0.271085,0.302464,0.359393,0.385009,0.376518
0.850000,0.267269,0.297108,0.352057,0.383129,0.375826
0.900000,0.263458,0.292471,0.344544,0.380609,0.375534
0.950000,0.259678,0.288405,0.337064,0.377365,0.375627
1.000000,0.255966,0.284744,0.329808,0.373365,0.376057
1.050000,0.252363,0.281317,0.322935,0.368630,0.376746
1.100000,0.248904,0.277976,0.316557,0.363243,0.377588
1.150000,0.245615,0.274602,0.310725,0.357344,0.378458
1.200000,0.242509,0.271117,0.305427,0.351121,0.379220
1.250000,0.239584,0.267481,0.300602,0.344803,0.379737
1.300000,0.236826,0.263690,0.296143,0.338642,0.379883
1.350000,0.234210,0.259766,0.291925,0.332891,0.379549
1.400000,0.231705,0.255750,0.287824,0.327779,0.378653
1.450000,0.229276,0.251687,0.283734,0.323491,0.377140
1.500000,0.226890,0.247621,0.279591,0.320138,0.374991
1.550000,0.224514,0.243586,0.275376,0.317748,0.372218
1.600000,0.222123,0.239602,0.271125,0.316261,0.368863
1.650000,0.219691,0.235677,0.266927,0.315533,0.364996
1.700000,0.217200,0.231811,0.262907,0.315357,0.360709
1.750000,0.214630,0.228004,0.259218,0.315488,0.356107
1.800000,0.211965,0.224262,0.256011,0.315674,0.351304
1.850000,0.209185,0.220605,0.253420,0.315677,0.346410
1.900000,0.206275,0.217076,0.251532,0.315297,0.341532
1.950000,0.203219,0.213741,0.250377,0.314387,0.336758
2.000000,0.200003,0.210685,0.249915,0.312858,0.332156
2.050000,0.196625,0.208009,0.250044,0.310684,0.327770
2.100000,0.193088,0.205812,0.250607,0.307894,0.323619
2.150000,0.189413,0.204181,0.251418,0.304568,0.319695
2.200000,0.185639,0.203172,0.252280,0.300824,0.315972
2.250000,0.181824,0.202795,0.253007,0.296806,0.312404
2.300000,0.178047,0.203008,0.253442,0.292670,0.308937
2.350000,0.174407,0.203716,0.253473,0.288567,0.305515
2.400000,0.171018,0.204776,0.253033,0.284630,0.302084
2.450000,0.167996,0.206010,0.252110,0.280965,0.298600
2.500000,0.165457,0.207224,0.250734,0.277637,0.295033
2.550000,0.163497,0.208227,0.248979,0.274673,0.291367
2.600000,0.162182,0.208843,0.246944,0.272058,0.287602
2.650000,0.161537,0.208928,0.244743,0.269743,0.283752
2.700000,0.161542,0.208382,0.242490,0.267658,0.279844
2.750000,0.162132,0.207152,0.240282,0.265717,0.275913
2.800000,0.163205,0.205239,0.238188,0.263837,0.271997
2.850000,0.164629,0.202698,0.236240,0.261941,0.268139
2.900000,0.166261,0.199633,0.234427,0.259972,0.264376
2.950000,0.167958,0.196193,0.232700,0.257890,0.260741
3.000000,0.169588,0.192560,0.230978,0.255676,0.257263
3.050000,0.171040,0.188934,0.229159,0.253331,0.253961
3.100000,0.172230,0.185518,0.227138,0.250863,0.250848
3.150000,0.173103,0.182493,0.224817,0.248289,0.247933
3.200000,0.173634,0.180001,0.222122,0.245625,0.245218
3.250000,0.173825,0.178124,0.219010,0.242880,0.242703
3.300000,0.173704,0.176880,0.215478,0.240051,0.240384
3.350000,0.173319,0.176214,0.211564,0.237125,0.238257
3.400000,0.172730,0.176017,0.207343,0.234081,0.236314
3.450000,0.172006,0.176136,0.202924,0.230887,0.234543
3.500000,0.171217,0.176398,0.198442,0.227514,0.232927
3.550000,0.170425,0.176633,0.194039,0.223939,0.231442
3.600000,0.169680,0.176688,0.189856,0.220152,0.230057
3.650000,0.169017,0.176442,0.186016,0.216163,0.228731
3.700000,0.168451,0.175816,0.182607,0.212006,0.227416
3.750000,0.167976,0.174772,0.179676,0.207741,0.226055
3.800000,0.167571,0.173315,0.177219,0.203453,0.224590
3.850000,0.167200,0.171488,0.175192,0.199248,0.222959
3.900000,0.166819,0.169366,0.173511,0.195243,0.221105
3.950000,0.166380,0.167045,0.172069,0.191555,0.218977
4.000000,0.165838,0.164634,0.170757,0.188292,0.216536
4.050000,0.165154,0.162244,0.169470,0.185530,0.213758
4.100000,0.164299,0.159976,0.168128,0.183311,0.210637
4.150000,0.163257,0.157909,0.166683,0.181627,0.207185
4.200000,0.162022,0.156100,0.165120,0.180423,0.203433
4.250000,0.160602,0.154573,0.163463,0.179597,0.199429
4.300000,0.159015,0.153324,0.161763,0.179016,0.195239
4.350000,0.157286,0.152328,0.160095,0.178524,0.190938
4.400000,0.155446,0.151540,0.158544,0.177964,0.186607
4.450000,0.153530,0.150908,0.157192,0.177190,0.182330
4.500000,0.151572,0.150382,0.156103,0.176081,0.178184
4.550000,0.149604,0.149918,0.155311,0.174550,0.174234
4.600000,0.147657,0.149485,0.154817,0.172549,0.170529
4.650000,0.145756,0.149062,0.154582,0.170075,0.167097
4.700000,0.143923,0.148645,0.154534,0.167166,0.163942
