t,CPsi_0,CPsi_1,CPsi_2,CPsi_3,CPsi_4
0.050000,0.403616,0.408917,0.408948,0.408942,0.408942
0.100000,0.396085,0.406278,0.406515,0.406467,0.406466
0.150000,0.388928,0.403398,0.404163,0.404014,0.404008
0.200000,0.382211,0.400187,0.401903,0.401591,0.401568
0.250000,0.375977,0.396592,0.399727,0.399210,0.399143
0.300000,0.370246,0.392596,0.397605,0.396887,0.396733
0.350000,0.365013,0.388224,0.395488,0.394640,0.394337
0.400000,0.360251,0.383532,0.393317,0.392487,0.391955
0.450000,0.355917,0.378605,0.391022,0.390440,0.389593
0.500000,0.351952,0.373545,0.388537,0.388502,0.387256
0.550000,0.348292,0.368461,0.385805,0.386666,0.384958
0.600000,0.344869,0.363461,0.382785,0.384910,0.382714
0.650000,0.341622,0.358637,0.379460,0.383197,0.380544
0.700000,0.338495,0.354064,0.375833,0.381478,0.378469
0.750000,0.335445,0.349790,0.371935,0.379695,0.376511
0.800000,0.332441,0.345835,0.367817,0.377787,0.374690
0.850000,0.329464,0.342192,0.363548,0.375694,0.373021
0.900000,0.326507,0.338831,0.359205,0.373365,0.371511
0.950000,0.323571,0.335707,0.354870,0.370765,0.370157
1.000000,0.320665,0.332761,0.350618,0.367878,0.368945
1.050000,0.317801,0.329935,0.346510,0.364709,0.367850
1.100000,0.314992,0.327173,0.342590,0.361291,0.366833
1.150000,0.312249,0.324430,0.338879,0.357677,0.365849
1.200000,0.309582,0.321671,0.335376,0.353941,0.364846
1.250000,0.306994,0.318877,0.332061,0.350173,0.363767
1.300000,0.304484,0.316041,0.328897,0.346467,0.362561
1.350000,0.302048,0.313165,0.325842,0.342919,0.361177
1.400000,0.299678,0.310262,0.322850,0.339615,0.359577
1.450000,0.297362,0.307346,0.319885,0.336619,0.357733
1.500000,0.295089,0.304432,0.316921,0.333974,0.355630
1.550000,0.292846,0.301531,0.313952,0.331690,0.353268
1.600000,0.290623,0.298654,0.310987,0.329747,0.350661
1.650000,0.288406,0.295804,0.308057,0.328097,0.347834
1.700000,0.286186,0.292983,0.305203,0.326667,0.344824
1.750000,0.283951,0.290192,0.302476,0.325371,0.341675
1.800000,0.281693,0.287434,0.299930,0.324113,0.338433
1.850000,0.279400,0.284715,0.297610,0.322804,0.335146
